CardNumber,MemberID,OrderID,Timestamp,ProductID,ProdName1,Category,DepartCode,NetPrice,Quantity,Gender
2904147303,S001329,S0001329008,2026-06-02 00:00:00,P00006,Bread White,GRO,BAK,70.44,3,0
1554206534,S001329,S0001329008,2026-06-02 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,55.76,1,0
9172212272,S001329,S0001329008,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,82.73,3,0
9690927752,S001329,S0001329008,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,120.2,3,0
1352935992,S001329,S0001329008,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,9.53,2,0
1662835210,S001330,S0001330001,2026-01-05 00:00:00,P00020,Orange Juice 1L,BEV,DAI,92.09,1,1
3380193018,S001330,S0001330001,2026-01-05 00:00:00,P00018,Chewing Gum,SNK,SNK,94.07,2,1
2013525004,S001330,S0001330002,2026-01-26 00:00:00,P00003,Water 750ml,BEV,DAI,10.85,2,1
2961325052,S001330,S0001330003,2026-02-18 00:00:00,P00004,Green Tea 500ml,BEV,DAI,74.87,1,1
5675219547,S001330,S0001330004,2026-03-13 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,97.79,3,1
5455413857,S001330,S0001330004,2026-03-13 00:00:00,P00011,Rice Ball,FFD,FFD,13.77,2,1
6069651195,S001330,S0001330005,2026-04-01 00:00:00,P00008,Potato Chips,SNK,SNK,44.17,1,1
4064022341,S001330,S0001330005,2026-04-01 00:00:00,P00016,Tissue Box,HOU,HOU,66.01,1,1
7446149252,S001330,S0001330005,2026-04-01 00:00:00,P00012,Cigarette A,TBC,TBC,19.57,2,1
2137089645,S001330,S0001330005,2026-04-01 00:00:00,P00003,Water 750ml,BEV,DAI,66.29,2,1
1503192686,S001330,S0001330005,2026-04-01 00:00:00,P00010,Sandwich Ham,FFD,FFD,35.06,2,1
9631248716,S001330,S0001330005,2026-04-01 00:00:00,P00020,Orange Juice 1L,BEV,DAI,71.97,2,1
3710286557,S001330,S0001330006,2026-04-25 00:00:00,P00013,Magazine,MAG,MAG,12.74,3,1
2311149784,S001330,S0001330007,2026-05-15 00:00:00,P00017,Beer 500ml,ALC,DAI,93.95,2,1
5698121839,S001330,S0001330007,2026-05-15 00:00:00,P00009,Chocolate Bar,SNK,SNK,16.4,3,1
4529663959,S001330,S0001330007,2026-05-15 00:00:00,P00005,Milk 1L,GRO,BAK,28.74,1,1
3857075356,S001330,S0001330007,2026-05-15 00:00:00,P00007,Instant Noodle,GRO,SNK,91.73,3,1
7072621049,S001330,S0001330007,2026-05-15 00:00:00,P00006,Bread White,GRO,BAK,72.79,2,1
8156432667,S001331,S0001331001,2026-01-19 00:00:00,P00020,Orange Juice 1L,BEV,DAI,64.9,2,0
8357403016,S001331,S0001331001,2026-01-19 00:00:00,P00013,Magazine,MAG,MAG,17.09,2,0
4220710884,S001331,S0001331001,2026-01-19 00:00:00,P00009,Chocolate Bar,SNK,SNK,72.25,2,0
3998132246,S001331,S0001331001,2026-01-19 00:00:00,P00014,Battery AA,HOU,HOU,7.11,2,0
8894135234,S001331,S0001331001,2026-01-19 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,87.03,3,0
7226674986,S001331,S0001331001,2026-01-19 00:00:00,P00010,Sandwich Ham,FFD,FFD,20.57,1,0
4526292287,S001331,S0001331002,2026-01-20 00:00:00,P00012,Cigarette A,TBC,TBC,66.75,2,0
1398673035,S001331,S0001331002,2026-01-20 00:00:00,P00012,Cigarette A,TBC,TBC,37.64,2,0
4904661945,S001331,S0001331002,2026-01-20 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,83.86,2,0
8728224628,S001331,S0001331003,2026-01-24 00:00:00,P00020,Orange Juice 1L,BEV,DAI,55.02,2,0
1296360611,S001331,S0001331003,2026-01-24 00:00:00,P00008,Potato Chips,SNK,SNK,48.29,3,0
1756526378,S001331,S0001331003,2026-01-24 00:00:00,P00009,Chocolate Bar,SNK,SNK,12.44,3,0
2998558979,S001331,S0001331003,2026-01-24 00:00:00,P00017,Beer 500ml,ALC,DAI,63.97,3,0
7499465533,S001331,S0001331003,2026-01-24 00:00:00,P00010,Sandwich Ham,FFD,FFD,96.19,2,0
9650755868,S001331,S0001331003,2026-01-24 00:00:00,P00011,Rice Ball,FFD,FFD,7.5,1,0
3507985840,S001331,S0001331004,2026-01-28 00:00:00,P00001,Coke 330ml,BEV,DAI,77.34,1,0
9752822915,S001331,S0001331004,2026-01-28 00:00:00,P00017,Beer 500ml,ALC,DAI,91.71,3,0
3827660233,S001331,S0001331004,2026-01-28 00:00:00,P00007,Instant Noodle,GRO,SNK,55.7,1,0
9309910348,S001331,S0001331004,2026-01-28 00:00:00,P00010,Sandwich Ham,FFD,FFD,101.77,2,0
1820192720,S001331,S0001331005,2026-02-02 00:00:00,P00018,Chewing Gum,SNK,SNK,68.18,2,0
9374177414,S001331,S0001331005,2026-02-02 00:00:00,P00008,Potato Chips,SNK,SNK,104,3,0
2964594949,S001331,S0001331005,2026-02-02 00:00:00,P00012,Cigarette A,TBC,TBC,38.49,1,0
7793766632,S001331,S0001331005,2026-02-02 00:00:00,P00020,Orange Juice 1L,BEV,DAI,59.67,2,0
2361778526,S001331,S0001331006,2026-02-03 00:00:00,P00016,Tissue Box,HOU,HOU,64.56,2,0
9233806576,S001331,S0001331006,2026-02-03 00:00:00,P00009,Chocolate Bar,SNK,SNK,66.5,2,0
2769408469,S001331,S0001331007,2026-02-07 00:00:00,P00013,Magazine,MAG,MAG,91.35,2,0
7313999754,S001331,S0001331007,2026-02-07 00:00:00,P00018,Chewing Gum,SNK,SNK,88.58,2,0
6828215296,S001331,S0001331007,2026-02-07 00:00:00,P00001,Coke 330ml,BEV,DAI,27.94,1,0
1179108120,S001331,S0001331008,2026-02-12 00:00:00,P00007,Instant Noodle,GRO,SNK,69.59,2,0
9663718824,S001331,S0001331008,2026-02-12 00:00:00,P00015,Shampoo 200ml,HBA,HBA,39.76,3,0
7046361313,S001331,S0001331009,2026-02-15 00:00:00,P00015,Shampoo 200ml,HBA,HBA,15.92,1,0
2757544694,S001331,S0001331009,2026-02-15 00:00:00,P00012,Cigarette A,TBC,TBC,52.8,1,0
2312415283,S001331,S0001331009,2026-02-15 00:00:00,P00016,Tissue Box,HOU,HOU,47.83,3,0
2786376661,S001331,S0001331009,2026-02-15 00:00:00,P00004,Green Tea 500ml,BEV,DAI,8.28,3,0
7370925389,S001331,S0001331009,2026-02-15 00:00:00,P00008,Potato Chips,SNK,SNK,72.63,1,0
5237152385,S001331,S0001331009,2026-02-15 00:00:00,P00014,Battery AA,HOU,HOU,10.48,1,0
3228500143,S001331,S0001331010,2026-02-17 00:00:00,P00020,Orange Juice 1L,BEV,DAI,116.01,3,0
5530304825,S001331,S0001331010,2026-02-17 00:00:00,P00005,Milk 1L,GRO,BAK,123.67,1,0
5666202137,S001331,S0001331011,2026-02-24 00:00:00,P00008,Potato Chips,SNK,SNK,90.26,2,0
6259312790,S001331,S0001331012,2026-02-25 00:00:00,P00004,Green Tea 500ml,BEV,DAI,115.78,3,0
5634111352,S001331,S0001331013,2026-03-03 00:00:00,P00008,Potato Chips,SNK,SNK,72.82,2,0
1550955991,S001331,S0001331013,2026-03-03 00:00:00,P00019,Ice Cream Cup,FFD,FFD,31.57,2,0
6439768326,S001331,S0001331013,2026-03-03 00:00:00,P00009,Chocolate Bar,SNK,SNK,50.55,3,0
9227419905,S001331,S0001331013,2026-03-03 00:00:00,P00013,Magazine,MAG,MAG,82.44,1,0
2421561447,S001331,S0001331013,2026-03-03 00:00:00,P00012,Cigarette A,TBC,TBC,112.99,3,0
9904475931,S001331,S0001331013,2026-03-03 00:00:00,P00012,Cigarette A,TBC,TBC,121.86,1,0
3828196598,S001331,S0001331014,2026-03-07 00:00:00,P00008,Potato Chips,SNK,SNK,47,1,0
3186088315,S001331,S0001331014,2026-03-07 00:00:00,P00010,Sandwich Ham,FFD,FFD,78.63,2,0
2199309178,S001331,S0001331014,2026-03-07 00:00:00,P00016,Tissue Box,HOU,HOU,25.63,2,0
9659790786,S001331,S0001331014,2026-03-07 00:00:00,P00016,Tissue Box,HOU,HOU,55.4,1,0
6494204412,S001331,S0001331014,2026-03-07 00:00:00,P00004,Green Tea 500ml,BEV,DAI,80.28,3,0
7121561069,S001331,S0001331015,2026-03-11 00:00:00,P00003,Water 750ml,BEV,DAI,55.09,2,0
7826707302,S001331,S0001331015,2026-03-11 00:00:00,P00019,Ice Cream Cup,FFD,FFD,76.35,2,0
4785246838,S001331,S0001331015,2026-03-11 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,113.75,2,0
1837454693,S001331,S0001331015,2026-03-11 00:00:00,P00016,Tissue Box,HOU,HOU,64.84,1,0
7631024603,S001331,S0001331015,2026-03-11 00:00:00,P00011,Rice Ball,FFD,FFD,28.92,3,0
5721356989,S001331,S0001331016,2026-03-11 00:00:00,P00013,Magazine,MAG,MAG,85.61,3,0
4566532906,S001331,S0001331016,2026-03-11 00:00:00,P00008,Potato Chips,SNK,SNK,11.41,2,0
9375662391,S001331,S0001331016,2026-03-11 00:00:00,P00014,Battery AA,HOU,HOU,93.52,2,0
6775581228,S001331,S0001331016,2026-03-11 00:00:00,P00013,Magazine,MAG,MAG,75.35,1,0
1110246465,S001331,S0001331017,2026-03-19 00:00:00,P00018,Chewing Gum,SNK,SNK,32.11,3,0
3449945195,S001331,S0001331017,2026-03-19 00:00:00,P00019,Ice Cream Cup,FFD,FFD,77.88,2,0
9383525621,S001331,S0001331017,2026-03-19 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,102.5,2,0
1675687697,S001331,S0001331017,2026-03-19 00:00:00,P00019,Ice Cream Cup,FFD,FFD,26.05,3,0
8849119621,S001331,S0001331018,2026-03-22 00:00:00,P00001,Coke 330ml,BEV,DAI,66.76,3,0
9479969435,S001331,S0001331018,2026-03-22 00:00:00,P00007,Instant Noodle,GRO,SNK,14.6,2,0
7369805700,S001331,S0001331018,2026-03-22 00:00:00,P00019,Ice Cream Cup,FFD,FFD,80.52,2,0
6050388836,S001331,S0001331018,2026-03-22 00:00:00,P00004,Green Tea 500ml,BEV,DAI,17.04,1,0
9837715248,S001331,S0001331018,2026-03-22 00:00:00,P00006,Bread White,GRO,BAK,10.28,2,0
3929261312,S001331,S0001331018,2026-03-22 00:00:00,P00011,Rice Ball,FFD,FFD,20.89,3,0
9539980222,S001331,S0001331019,2026-03-26 00:00:00,P00009,Chocolate Bar,SNK,SNK,69.58,2,0
5303520034,S001331,S0001331019,2026-03-26 00:00:00,P00001,Coke 330ml,BEV,DAI,42.49,3,0
4524063371,S001331,S0001331019,2026-03-26 00:00:00,P00008,Potato Chips,SNK,SNK,60.9,2,0
8050716660,S001331,S0001331020,2026-03-30 00:00:00,P00003,Water 750ml,BEV,DAI,91.55,3,0
9234390669,S001331,S0001331020,2026-03-30 00:00:00,P00016,Tissue Box,HOU,HOU,57.73,2,0
8747346987,S001331,S0001331020,2026-03-30 00:00:00,P00016,Tissue Box,HOU,HOU,61.27,3,0
3521002369,S001331,S0001331020,2026-03-30 00:00:00,P00010,Sandwich Ham,FFD,FFD,25.81,2,0
3696218877,S001331,S0001331021,2026-03-31 00:00:00,P00017,Beer 500ml,ALC,DAI,105.07,3,0
3750211539,S001331,S0001331021,2026-03-31 00:00:00,P00008,Potato Chips,SNK,SNK,8.23,2,0
3371115105,S001331,S0001331021,2026-03-31 00:00:00,P00011,Rice Ball,FFD,FFD,15.89,1,0
1528293021,S001331,S0001331022,2026-04-04 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,64.25,1,0
4245476581,S001331,S0001331022,2026-04-04 00:00:00,P00001,Coke 330ml,BEV,DAI,64.61,2,0
8661280813,S001331,S0001331022,2026-04-04 00:00:00,P00009,Chocolate Bar,SNK,SNK,29.09,2,0
5873738927,S001331,S0001331022,2026-04-04 00:00:00,P00012,Cigarette A,TBC,TBC,78.23,2,0
8489488196,S001331,S0001331022,2026-04-04 00:00:00,P00005,Milk 1L,GRO,BAK,90.88,3,0
4958294469,S001331,S0001331023,2026-04-10 00:00:00,P00015,Shampoo 200ml,HBA,HBA,33.74,1,0
9305053994,S001331,S0001331023,2026-04-10 00:00:00,P00009,Chocolate Bar,SNK,SNK,39.82,1,0
5287324156,S001331,S0001331023,2026-04-10 00:00:00,P00005,Milk 1L,GRO,BAK,36.04,1,0
6480555897,S001331,S0001331023,2026-04-10 00:00:00,P00005,Milk 1L,GRO,BAK,55.63,3,0
2592107400,S001331,S0001331023,2026-04-10 00:00:00,P00003,Water 750ml,BEV,DAI,64.73,1,0
8826433868,S001331,S0001331024,2026-04-13 00:00:00,P00016,Tissue Box,HOU,HOU,8.69,2,0
1086852655,S001331,S0001331024,2026-04-13 00:00:00,P00013,Magazine,MAG,MAG,119.8,1,0
5676848802,S001331,S0001331024,2026-04-13 00:00:00,P00010,Sandwich Ham,FFD,FFD,83.28,3,0
5803221779,S001331,S0001331024,2026-04-13 00:00:00,P00010,Sandwich Ham,FFD,FFD,87.66,3,0
4096401428,S001331,S0001331025,2026-04-17 00:00:00,P00017,Beer 500ml,ALC,DAI,4.41,1,0
4918411652,S001331,S0001331025,2026-04-17 00:00:00,P00006,Bread White,GRO,BAK,105.01,1,0
9324661241,S001331,S0001331026,2026-04-18 00:00:00,P00005,Milk 1L,GRO,BAK,98.77,2,0
3250845882,S001331,S0001331026,2026-04-18 00:00:00,P00017,Beer 500ml,ALC,DAI,29.36,2,0
8748921975,S001331,S0001331027,2026-04-22 00:00:00,P00016,Tissue Box,HOU,HOU,79.24,2,0
9691919261,S001331,S0001331027,2026-04-22 00:00:00,P00009,Chocolate Bar,SNK,SNK,22.27,1,0
7512445820,S001331,S0001331027,2026-04-22 00:00:00,P00018,Chewing Gum,SNK,SNK,136.17,1,0
6195957364,S001331,S0001331027,2026-04-22 00:00:00,P00007,Instant Noodle,GRO,SNK,50.21,3,0
4263908677,S001331,S0001331028,2026-04-26 00:00:00,P00015,Shampoo 200ml,HBA,HBA,26.15,2,0
8138967133,S001331,S0001331028,2026-04-26 00:00:00,P00020,Orange Juice 1L,BEV,DAI,104.55,2,0
6455477084,S001331,S0001331028,2026-04-26 00:00:00,P00012,Cigarette A,TBC,TBC,58.95,1,0
1830255678,S001331,S0001331028,2026-04-26 00:00:00,P00019,Ice Cream Cup,FFD,FFD,47.87,1,0
1208153368,S001331,S0001331028,2026-04-26 00:00:00,P00004,Green Tea 500ml,BEV,DAI,65.12,1,0
7759771727,S001331,S0001331029,2026-04-28 00:00:00,P00008,Potato Chips,SNK,SNK,72.57,2,0
8400226426,S001331,S0001331029,2026-04-28 00:00:00,P00016,Tissue Box,HOU,HOU,6.58,3,0
6994298900,S001331,S0001331029,2026-04-28 00:00:00,P00005,Milk 1L,GRO,BAK,37.33,1,0
8848017919,S001331,S0001331029,2026-04-28 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,65.77,3,0
7129968273,S001331,S0001331029,2026-04-28 00:00:00,P00016,Tissue Box,HOU,HOU,47.21,2,0
5656571207,S001331,S0001331030,2026-05-05 00:00:00,P00014,Battery AA,HOU,HOU,16.3,3,0
7528956560,S001331,S0001331030,2026-05-05 00:00:00,P00010,Sandwich Ham,FFD,FFD,57.92,1,0
4891451441,S001331,S0001331030,2026-05-05 00:00:00,P00010,Sandwich Ham,FFD,FFD,50.11,3,0
4027043340,S001331,S0001331031,2026-05-06 00:00:00,P00006,Bread White,GRO,BAK,116.1,2,0
6564697188,S001331,S0001331031,2026-05-06 00:00:00,P00016,Tissue Box,HOU,HOU,29.64,3,0
7505899806,S001331,S0001331031,2026-05-06 00:00:00,P00015,Shampoo 200ml,HBA,HBA,63.23,2,0
2204830991,S001331,S0001331031,2026-05-06 00:00:00,P00020,Orange Juice 1L,BEV,DAI,66.83,1,0
5711158484,S001331,S0001331032,2026-05-11 00:00:00,P00015,Shampoo 200ml,HBA,HBA,20.62,1,0
3610175494,S001331,S0001331032,2026-05-11 00:00:00,P00008,Potato Chips,SNK,SNK,44.89,1,0
9739108385,S001331,S0001331032,2026-05-11 00:00:00,P00005,Milk 1L,GRO,BAK,68.91,2,0
1003079303,S001331,S0001331032,2026-05-11 00:00:00,P00005,Milk 1L,GRO,BAK,34.13,2,0
1045001743,S001331,S0001331032,2026-05-11 00:00:00,P00010,Sandwich Ham,FFD,FFD,94.76,2,0
9989188952,S001331,S0001331033,2026-05-15 00:00:00,P00020,Orange Juice 1L,BEV,DAI,67.44,3,0
1807268043,S001331,S0001331033,2026-05-15 00:00:00,P00001,Coke 330ml,BEV,DAI,59.56,2,0
6426485548,S001331,S0001331033,2026-05-15 00:00:00,P00009,Chocolate Bar,SNK,SNK,101.9,3,0
9239957047,S001331,S0001331033,2026-05-15 00:00:00,P00004,Green Tea 500ml,BEV,DAI,124.94,1,0
9648835615,S001331,S0001331033,2026-05-15 00:00:00,P00010,Sandwich Ham,FFD,FFD,39.76,3,0
4271666983,S001331,S0001331033,2026-05-15 00:00:00,P00004,Green Tea 500ml,BEV,DAI,98.46,3,0
7480787077,S001331,S0001331034,2026-05-19 00:00:00,P00001,Coke 330ml,BEV,DAI,35.68,2,0
3560296599,S001331,S0001331034,2026-05-19 00:00:00,P00008,Potato Chips,SNK,SNK,14.43,1,0
9904611374,S001331,S0001331035,2026-05-23 00:00:00,P00014,Battery AA,HOU,HOU,18.21,3,0
6638798327,S001331,S0001331036,2026-05-24 00:00:00,P00008,Potato Chips,SNK,SNK,13.91,2,0
1976955411,S001331,S0001331036,2026-05-24 00:00:00,P00004,Green Tea 500ml,BEV,DAI,28.72,2,0
9840289083,S001331,S0001331037,2026-05-30 00:00:00,P00012,Cigarette A,TBC,TBC,14,3,0
7716953779,S001331,S0001331037,2026-05-30 00:00:00,P00012,Cigarette A,TBC,TBC,100.92,3,0
4247651013,S001331,S0001331037,2026-05-30 00:00:00,P00018,Chewing Gum,SNK,SNK,49.9,1,0
4922336913,S001331,S0001331037,2026-05-30 00:00:00,P00019,Ice Cream Cup,FFD,FFD,10.76,3,0
8164965238,S001331,S0001331037,2026-05-30 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,63.05,1,0
1339510459,S001331,S0001331038,2026-06-02 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,45.03,2,0
2874842809,S001331,S0001331038,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,100.38,3,0
9829859892,S001331,S0001331039,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,36.27,1,0
1426729909,S001331,S0001331039,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,88.09,1,0
9520337644,S001331,S0001331039,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,12.78,1,0
4613482964,S001331,S0001331039,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,58.46,2,0
3590206803,S001331,S0001331040,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,63.7,3,0
8927497311,S001331,S0001331040,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,18.35,3,0
8544435044,S001331,S0001331040,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,37.23,2,0
4380945977,S001331,S0001331041,2026-06-02 00:00:00,P00020,Orange Juice 1L,BEV,DAI,7.3,1,0
6626599060,S001331,S0001331041,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,47.12,3,0
4838182045,S001331,S0001331042,2026-06-02 00:00:00,P00014,Battery AA,HOU,HOU,14.42,2,0
4358355848,S001331,S0001331042,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,59.08,1,0
8279392090,S001331,S0001331042,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,91.57,3,0
3849972831,S001331,S0001331042,2026-06-02 00:00:00,P00017,Beer 500ml,ALC,DAI,127.81,3,0
6265162240,S001331,S0001331042,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,67.85,2,0
5508188525,S001331,S0001331043,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,52.57,1,0
7489841882,S001331,S0001331043,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,99.04,1,0
8463545976,S001331,S0001331043,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,102.3,2,0
4012838393,S001331,S0001331043,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,84.79,1,0
3245910840,S001331,S0001331043,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,13.45,1,0
6851365179,S001331,S0001331044,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,40.4,3,0
8173090685,S001331,S0001331044,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,46.13,3,0
6659062021,S001331,S0001331044,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,51.04,2,0
4170379416,S001331,S0001331044,2026-06-02 00:00:00,P00017,Beer 500ml,ALC,DAI,114.72,2,0
2758713985,S001331,S0001331044,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,59.32,2,0
1259641068,S001331,S0001331045,2026-06-02 00:00:00,P00012,Cigarette A,TBC,TBC,44.1,2,0
2786274970,S001331,S0001331045,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,71.45,3,0
2044198530,S001331,S0001331045,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,8.73,2,0
7472135239,S001331,S0001331046,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,44.03,2,0
7151821756,S001331,S0001331047,2026-06-02 00:00:00,P00015,Shampoo 200ml,HBA,HBA,95.75,2,0
7479472846,S001331,S0001331047,2026-06-02 00:00:00,P00017,Beer 500ml,ALC,DAI,105.59,3,0
1859118975,S001331,S0001331047,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,109.22,1,0
8915149215,S001331,S0001331047,2026-06-02 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,56.11,3,0
9906607197,S001331,S0001331047,2026-06-02 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,35.83,3,0
2419193475,S001331,S0001331047,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,40.03,1,0
7010874270,S001331,S0001331048,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,60.83,3,0
1170358181,S001331,S0001331048,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,17.91,3,0
8129320092,S001331,S0001331048,2026-06-02 00:00:00,P00001,Coke 330ml,BEV,DAI,28.4,1,0
7534095474,S001331,S0001331049,2026-06-02 00:00:00,P00007,Instant Noodle,GRO,SNK,56.31,2,0
8932507599,S001331,S0001331050,2026-06-02 00:00:00,P00015,Shampoo 200ml,HBA,HBA,75.92,2,0
6441985632,S001331,S0001331050,2026-06-02 00:00:00,P00018,Chewing Gum,SNK,SNK,9.04,3,0
1532934130,S001331,S0001331050,2026-06-02 00:00:00,P00012,Cigarette A,TBC,TBC,121.26,1,0
2182232271,S001331,S0001331050,2026-06-02 00:00:00,P00001,Coke 330ml,BEV,DAI,90.58,2,0
3100333218,S001331,S0001331050,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,8.51,2,0
1293475882,S001331,S0001331051,2026-06-02 00:00:00,P00017,Beer 500ml,ALC,DAI,114.42,2,0
2993338131,S001331,S0001331052,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,42.31,1,0
6593274046,S001331,S0001331052,2026-06-02 00:00:00,P00011,Rice Ball,FFD,FFD,17.39,1,0
2833742441,S001331,S0001331053,2026-06-02 00:00:00,P00006,Bread White,GRO,BAK,8.5,3,0
2939423047,S001331,S0001331053,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,6.42,1,0
5448217617,S001331,S0001331053,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,50.27,2,0
7775083891,S001331,S0001331053,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,38.17,3,0
9817441591,S001331,S0001331053,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,30.51,2,0
9052968154,S001331,S0001331054,2026-06-02 00:00:00,P00020,Orange Juice 1L,BEV,DAI,60.7,3,0
3726097482,S001331,S0001331054,2026-06-02 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,50.93,2,0
2074611847,S001331,S0001331055,2026-06-02 00:00:00,P00020,Orange Juice 1L,BEV,DAI,63.72,2,0
1430981283,S001331,S0001331055,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,62.37,3,0
9383197228,S001331,S0001331056,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,62.1,1,0
6879576501,S001331,S0001331056,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,11.68,2,0
5351036384,S001331,S0001331057,2026-06-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,72.07,3,0
3621722117,S001331,S0001331057,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,63.05,1,0
5265759088,S001331,S0001331057,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,44.32,3,0
1414359243,S001331,S0001331057,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,39.16,1,0
7893978920,S001331,S0001331057,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,85.47,1,0
4099951163,S001331,S0001331058,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,31.46,1,0
9162886611,S001331,S0001331058,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,116.36,1,0
4915836571,S001331,S0001331058,2026-06-02 00:00:00,P00012,Cigarette A,TBC,TBC,87.35,2,0
9295456152,S001331,S0001331058,2026-06-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,59.81,1,0
6405556374,S001331,S0001331059,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,35.82,1,0
9159159873,S001331,S0001331059,2026-06-02 00:00:00,P00001,Coke 330ml,BEV,DAI,85.72,2,0
4524512968,S001331,S0001331060,2026-06-02 00:00:00,P00014,Battery AA,HOU,HOU,12.41,3,0
6683983903,S001331,S0001331060,2026-06-02 00:00:00,P00014,Battery AA,HOU,HOU,11.62,2,0
5964927158,S001331,S0001331060,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,67.8,1,0
2399968127,S001331,S0001331061,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,44.87,2,0
1308208752,S001331,S0001331061,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,37.73,1,0
6899603075,S001331,S0001331061,2026-06-02 00:00:00,P00018,Chewing Gum,SNK,SNK,104.77,1,0
4874497386,S001331,S0001331062,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,13.78,2,0
3444871444,S001331,S0001331063,2026-06-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,66.31,2,0
8865394832,S001331,S0001331063,2026-06-02 00:00:00,P00007,Instant Noodle,GRO,SNK,56.68,1,0
1549257927,S001331,S0001331063,2026-06-02 00:00:00,P00020,Orange Juice 1L,BEV,DAI,99.32,1,0
6888775773,S001331,S0001331064,2026-06-02 00:00:00,P00015,Shampoo 200ml,HBA,HBA,100.47,1,0
3602421561,S001331,S0001331064,2026-06-02 00:00:00,P00007,Instant Noodle,GRO,SNK,51.09,2,0
3887809205,S001331,S0001331064,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,66.07,1,0
7194433319,S001332,S0001332001,2025-12-09 00:00:00,P00013,Magazine,MAG,MAG,93.35,1,1
1443091275,S001332,S0001332001,2025-12-09 00:00:00,P00003,Water 750ml,BEV,DAI,16.03,2,1
